"TL","Territory level and Typology","REG_ID","Region","VAR","Indicator","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"2","Large regions (TL2)","PT20","Autonomous Region of the Azores","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,873,,
"2","Large regions (TL2)","PT20","Autonomous Region of the Azores","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,3.6,,
"2","Large regions (TL2)","PT20","Autonomous Region of the Azores","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,902,,
"2","Large regions (TL2)","PT20","Autonomous Region of the Azores","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,3.72,,
"2","Large regions (TL2)","PT30","Autonomous Region of Madeira","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,1129,,
"2","Large regions (TL2)","PT30","Autonomous Region of Madeira","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,4.44,,
"2","Large regions (TL2)","PT30","Autonomous Region of Madeira","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,1202,,
"2","Large regions (TL2)","PT30","Autonomous Region of Madeira","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,4.73,,
"1","Country","SVK","Slovak Republic","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,19454,,
"1","Country","SVK","Slovak Republic","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,3.57,,
"1","Country","SVK","Slovak Republic","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,20026,,
"1","Country","SVK","Slovak Republic","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,3.67,,
"2","Large regions (TL2)","SK01","Bratislava Region","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,4310,,
"2","Large regions (TL2)","SK01","Bratislava Region","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,6.49,,
"2","Large regions (TL2)","SK01","Bratislava Region","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,4610,,
"2","Large regions (TL2)","SK01","Bratislava Region","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,6.85,,
"2","Large regions (TL2)","SK02","West Slovakia","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,5063,,
"2","Large regions (TL2)","SK02","West Slovakia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,2.77,,
"2","Large regions (TL2)","SK02","West Slovakia","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,5197,,
"2","Large regions (TL2)","SK02","West Slovakia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,2.85,,
"2","Large regions (TL2)","SK03","Central Slovakia","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,4427,,
"2","Large regions (TL2)","SK03","Central Slovakia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,3.31,,
"2","Large regions (TL2)","SK03","Central Slovakia","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,4554,,
"2","Large regions (TL2)","SK03","Central Slovakia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,3.41,,
"2","Large regions (TL2)","SK04","East Slovakia","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,5654,,
"2","Large regions (TL2)","SK04","East Slovakia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,3.48,,
"2","Large regions (TL2)","SK04","East Slovakia","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,5665,,
"2","Large regions (TL2)","SK04","East Slovakia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,3.48,,
"1","Country","SVN","Slovenia","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,6941,,
"1","Country","SVN","Slovenia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,3.32,,
"1","Country","SVN","Slovenia","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,7076,,
"1","Country","SVN","Slovenia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,3.37,,
"1","Country","ESP","Spain","DOC","Active Physicians (number)","ALL","All regions","2018","2018",,,"0","Units",,,188166,,
"1","Country","ESP","Spain","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2018","2018",,,"0","Units",,,4.02,,
"1","Country","ESP","Spain","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,415130,,
"1","Country","ESP","Spain","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,8.81,,
"1","Country","ESP","Spain","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,216766,,
"1","Country","ESP","Spain","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,4.58,,
"2","Large regions (TL2)","ES11","Galicia","DOC","Active Physicians (number)","ALL","All regions","2018","2018",,,"0","Units",,,12607,,
"2","Large regions (TL2)","ES11","Galicia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2018","2018",,,"0","Units",,,4.67,,
"2","Large regions (TL2)","ES11","Galicia","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,12831,,
"2","Large regions (TL2)","ES11","Galicia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,4.75,,
"2","Large regions (TL2)","ES11","Galicia","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,12533,,
"2","Large regions (TL2)","ES11","Galicia","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,4.64,,
"2","Large regions (TL2)","ES12","Asturias","DOC","Active Physicians (number)","ALL","All regions","2018","2018",,,"0","Units",,,4107,,
"2","Large regions (TL2)","ES12","Asturias","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2018","2018",,,"0","Units",,,4.01,,
"2","Large regions (TL2)","ES12","Asturias","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,4065,,
"2","Large regions (TL2)","ES12","Asturias","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,3.98,,
"2","Large regions (TL2)","ES12","Asturias","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,4260,,
"2","Large regions (TL2)","ES12","Asturias","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,4.19,,
"2","Large regions (TL2)","ES13","Cantabria","DOC","Active Physicians (number)","ALL","All regions","2018","2018",,,"0","Units",,,3074,,
"2","Large regions (TL2)","ES13","Cantabria","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2018","2018",,,"0","Units",,,5.29,,
"2","Large regions (TL2)","ES13","Cantabria","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,3000,,
"2","Large regions (TL2)","ES13","Cantabria","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,5.15,,
"2","Large regions (TL2)","ES13","Cantabria","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,3467,,
"2","Large regions (TL2)","ES13","Cantabria","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,5.95,,
"2","Large regions (TL2)","ES21","Basque Country","DOC","Active Physicians (number)","ALL","All regions","2018","2018",,,"0","Units",,,11040,,
"2","Large regions (TL2)","ES21","Basque Country","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2018","2018",,,"0","Units",,,5.08,,
"2","Large regions (TL2)","ES21","Basque Country","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,12300,,
"2","Large regions (TL2)","ES21","Basque Country","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,5.63,,
"2","Large regions (TL2)","ES21","Basque Country","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,12267,,
"2","Large regions (TL2)","ES21","Basque Country","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,5.61,,
"2","Large regions (TL2)","ES22","Navarra","DOC","Active Physicians (number)","ALL","All regions","2018","2018",,,"0","Units",,,3274,,
"2","Large regions (TL2)","ES22","Navarra","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2018","2018",,,"0","Units",,,5.06,,
"2","Large regions (TL2)","ES22","Navarra","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,3530,,
"2","Large regions (TL2)","ES22","Navarra","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,5.4,,
"2","Large regions (TL2)","ES22","Navarra","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,4206,,
"2","Large regions (TL2)","ES22","Navarra","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,6.4,,
"2","Large regions (TL2)","ES23","La Rioja","DOC","Active Physicians (number)","ALL","All regions","2018","2018",,,"0","Units",,,1307,,
"2","Large regions (TL2)","ES23","La Rioja","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2018","2018",,,"0","Units",,,4.17,,
"2","Large regions (TL2)","ES23","La Rioja","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,1100,,
"2","Large regions (TL2)","ES23","La Rioja","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,3.49,,
"2","Large regions (TL2)","ES23","La Rioja","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,1033,,
"2","Large regions (TL2)","ES23","La Rioja","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,3.27,,
"2","Large regions (TL2)","ES24","Aragon","DOC","Active Physicians (number)","ALL","All regions","2018","2018",,,"0","Units",,,6207,,
"2","Large regions (TL2)","ES24","Aragon","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2018","2018",,,"0","Units",,,4.71,,
"2","Large regions (TL2)","ES24","Aragon","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,6665,,
"2","Large regions (TL2)","ES24","Aragon","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,5.03,,
"2","Large regions (TL2)","ES24","Aragon","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,7667,,
"2","Large regions (TL2)","ES24","Aragon","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,5.76,,
"2","Large regions (TL2)","ES30","Madrid","DOC","Active Physicians (number)","ALL","All regions","2018","2018",,,"0","Units",,,30110,,
"2","Large regions (TL2)","ES30","Madrid","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2018","2018",,,"0","Units",,,4.57,,
"2","Large regions (TL2)","ES30","Madrid","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,34800,,
"2","Large regions (TL2)","ES30","Madrid","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,5.2,,
"2","Large regions (TL2)","ES30","Madrid","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,38433,,
"2","Large regions (TL2)","ES30","Madrid","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,5.69,,
"2","Large regions (TL2)","ES41","Castile and León","DOC","Active Physicians (number)","ALL","All regions","2018","2018",,,"0","Units",,,10941,,
"2","Large regions (TL2)","ES41","Castile and León","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2018","2018",,,"0","Units",,,4.53,,
"2","Large regions (TL2)","ES41","Castile and León","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,11200,,
"2","Large regions (TL2)","ES41","Castile and León","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,4.66,,
"2","Large regions (TL2)","ES41","Castile and León","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,10533,,
"2","Large regions (TL2)","ES41","Castile and León","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,4.4,,
"2","Large regions (TL2)","ES42","Castile-La Mancha","DOC","Active Physicians (number)","ALL","All regions","2018","2018",,,"0","Units",,,5807,,
"2","Large regions (TL2)","ES42","Castile-La Mancha","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2018","2018",,,"0","Units",,,2.86,,
"2","Large regions (TL2)","ES42","Castile-La Mancha","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,5765,,
"2","Large regions (TL2)","ES42","Castile-La Mancha","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,2.83,,
"2","Large regions (TL2)","ES42","Castile-La Mancha","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,5667,,
"2","Large regions (TL2)","ES42","Castile-La Mancha","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,2.77,,
"2","Large regions (TL2)","CA62","Nunavut","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,21,,
"2","Large regions (TL2)","CA62","Nunavut","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,0.54,,
"1","Country","CHL","Chile","DOC","Active Physicians (number)","ALL","All regions","2018","2018",,,"0","Units",,,35782,,
"1","Country","CHL","Chile","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2018","2018",,,"0","Units",,,1.91,,
"1","Country","CHL","Chile","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,37021,,
"1","Country","CHL","Chile","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,1.94,,
"1","Country","CHL","Chile","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,46369,,
"1","Country","CHL","Chile","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,2.38,,
"1","Country","CHL","Chile","DOC","Active Physicians (number)","ALL","All regions","2021","2021",,,"0","Units",,,46762,,
"1","Country","CHL","Chile","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2021","2021",,,"0","Units",,,2.38,,
"2","Large regions (TL2)","CL01","Tarapacá","DOC","Active Physicians (number)","ALL","All regions","2018","2018",,,"0","Units",,,410,,
"2","Large regions (TL2)","CL01","Tarapacá","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2018","2018",,,"0","Units",,,1.16,,
"2","Large regions (TL2)","CL01","Tarapacá","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,442,,
"2","Large regions (TL2)","CL01","Tarapacá","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,1.2,,
"2","Large regions (TL2)","CL01","Tarapacá","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,310,,
"2","Large regions (TL2)","CL01","Tarapacá","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,0.81,,
"2","Large regions (TL2)","CL01","Tarapacá","DOC","Active Physicians (number)","ALL","All regions","2021","2021",,,"0","Units",,,294,,
"2","Large regions (TL2)","CL01","Tarapacá","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2021","2021",,,"0","Units",,,0.75,,
"2","Large regions (TL2)","CL02","Antofagasta","DOC","Active Physicians (number)","ALL","All regions","2018","2018",,,"0","Units",,,960,,
"2","Large regions (TL2)","CL02","Antofagasta","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2018","2018",,,"0","Units",,,1.49,,
"2","Large regions (TL2)","CL02","Antofagasta","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,1007,,
"2","Large regions (TL2)","CL02","Antofagasta","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,1.51,,
"2","Large regions (TL2)","CL02","Antofagasta","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,1386,,
"2","Large regions (TL2)","CL02","Antofagasta","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,2,,
"2","Large regions (TL2)","CL02","Antofagasta","DOC","Active Physicians (number)","ALL","All regions","2021","2021",,,"0","Units",,,1263,,
"2","Large regions (TL2)","CL02","Antofagasta","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2021","2021",,,"0","Units",,,1.79,,
"2","Large regions (TL2)","CL03","Atacama","DOC","Active Physicians (number)","ALL","All regions","2018","2018",,,"0","Units",,,371,,
"2","Large regions (TL2)","CL03","Atacama","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2018","2018",,,"0","Units",,,1.21,,
"2","Large regions (TL2)","CL03","Atacama","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,392,,
"2","Large regions (TL2)","CL03","Atacama","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,1.26,,
"2","Large regions (TL2)","CL03","Atacama","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,498,,
"2","Large regions (TL2)","CL03","Atacama","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,1.58,,
"2","Large regions (TL2)","CL03","Atacama","DOC","Active Physicians (number)","ALL","All regions","2021","2021",,,"0","Units",,,498,,
"2","Large regions (TL2)","CL03","Atacama","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2021","2021",,,"0","Units",,,1.57,,
"2","Large regions (TL2)","CL04","Coquimbo","DOC","Active Physicians (number)","ALL","All regions","2018","2018",,,"0","Units",,,1038,,
"2","Large regions (TL2)","CL04","Coquimbo","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2018","2018",,,"0","Units",,,1.29,,
"2","Large regions (TL2)","CL04","Coquimbo","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,1126,,
"2","Large regions (TL2)","CL04","Coquimbo","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,1.37,,
"2","Large regions (TL2)","CL04","Coquimbo","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,1267,,
"2","Large regions (TL2)","CL04","Coquimbo","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,1.52,,
"2","Large regions (TL2)","CL04","Coquimbo","DOC","Active Physicians (number)","ALL","All regions","2021","2021",,,"0","Units",,,1282,,
"2","Large regions (TL2)","CL04","Coquimbo","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2021","2021",,,"0","Units",,,1.51,,
"2","Large regions (TL2)","CL05","Valparaíso","DOC","Active Physicians (number)","ALL","All regions","2018","2018",,,"0","Units",,,3452,,
"2","Large regions (TL2)","CL05","Valparaíso","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2018","2018",,,"0","Units",,,1.81,,
"2","Large regions (TL2)","CL05","Valparaíso","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,3571,,
"2","Large regions (TL2)","CL05","Valparaíso","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,1.85,,
"2","Large regions (TL2)","CL05","Valparaíso","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,4055,,
"2","Large regions (TL2)","CL05","Valparaíso","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,2.07,,
"2","Large regions (TL2)","CL05","Valparaíso","DOC","Active Physicians (number)","ALL","All regions","2021","2021",,,"0","Units",,,5503,,
"2","Large regions (TL2)","CL05","Valparaíso","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2021","2021",,,"0","Units",,,2.78,,
"2","Large regions (TL2)","CL06","O'Higgins","DOC","Active Physicians (number)","ALL","All regions","2018","2018",,,"0","Units",,,1548,,
"2","Large regions (TL2)","CL06","O'Higgins","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2018","2018",,,"0","Units",,,1.6,,
"2","Large regions (TL2)","CL06","O'Higgins","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,1668,,
"2","Large regions (TL2)","CL06","O'Higgins","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,1.7,,
"2","Large regions (TL2)","CL06","O'Higgins","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,2928,,
"2","Large regions (TL2)","CL06","O'Higgins","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,2.95,,
"2","Large regions (TL2)","CL06","O'Higgins","DOC","Active Physicians (number)","ALL","All regions","2021","2021",,,"0","Units",,,3359,,
"2","Large regions (TL2)","CL06","O'Higgins","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2021","2021",,,"0","Units",,,3.36,,
"2","Large regions (TL2)","CL07","Maule","DOC","Active Physicians (number)","ALL","All regions","2018","2018",,,"0","Units",,,1509,,
"2","Large regions (TL2)","CL07","Maule","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2018","2018",,,"0","Units",,,1.36,,
"2","Large regions (TL2)","CL07","Maule","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,1582,,
"2","Large regions (TL2)","CL07","Maule","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,1.41,,
"2","Large regions (TL2)","CL07","Maule","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,1796,,
"2","Large regions (TL2)","CL07","Maule","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,1.59,,
"2","Large regions (TL2)","CL07","Maule","DOC","Active Physicians (number)","ALL","All regions","2021","2021",,,"0","Units",,,2006,,
"2","Large regions (TL2)","CL07","Maule","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2021","2021",,,"0","Units",,,1.76,,
"2","Large regions (TL2)","CL08","Biobío (Región)","DOC","Active Physicians (number)","ALL","All regions","2018","2018",,,"0","Units",,,3916,,
"2","Large regions (TL2)","CL08","Biobío (Región)","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2018","2018",,,"0","Units",,,2.38,,
"2","Large regions (TL2)","CL08","Biobío (Región)","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,3966,,
"2","Large regions (TL2)","CL08","Biobío (Región)","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,2.4,,
"2","Large regions (TL2)","CL08","Biobío (Región)","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,4146,,
"2","Large regions (TL2)","CL08","Biobío (Región)","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,2.49,,
"2","Large regions (TL2)","CL08","Biobío (Región)","DOC","Active Physicians (number)","ALL","All regions","2021","2021",,,"0","Units",,,4114,,
"2","Large regions (TL2)","CL08","Biobío (Región)","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2021","2021",,,"0","Units",,,2.46,,
"2","Large regions (TL2)","CL09","Araucanía","DOC","Active Physicians (number)","ALL","All regions","2018","2018",,,"0","Units",,,1681,,
"2","Large regions (TL2)","CL09","Araucanía","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2018","2018",,,"0","Units",,,1.68,,
"2","Large regions (TL2)","CL09","Araucanía","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,1828,,
"2","Large regions (TL2)","CL09","Araucanía","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,1.81,,
"2","Large regions (TL2)","CL09","Araucanía","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,1893,,
"2","Large regions (TL2)","CL09","Araucanía","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,1.87,,
"2","Large regions (TL2)","CL09","Araucanía","DOC","Active Physicians (number)","ALL","All regions","2021","2021",,,"0","Units",,,1891,,
"2","Large regions (TL2)","CL09","Araucanía","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2021","2021",,,"0","Units",,,1.85,,
"2","Large regions (TL2)","CL10","Los Lagos","DOC","Active Physicians (number)","ALL","All regions","2018","2018",,,"0","Units",,,1720,,
"2","Large regions (TL2)","CL10","Los Lagos","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2018","2018",,,"0","Units",,,1.96,,
"2","Large regions (TL2)","CL10","Los Lagos","DOC","Active Physicians (number)","ALL","All regions","2019","2019",,,"0","Units",,,1848,,
"2","Large regions (TL2)","CL10","Los Lagos","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2019","2019",,,"0","Units",,,2.09,,
"2","Large regions (TL2)","CL10","Los Lagos","DOC","Active Physicians (number)","ALL","All regions","2020","2020",,,"0","Units",,,1994,,
"2","Large regions (TL2)","CL10","Los Lagos","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2020","2020",,,"0","Units",,,2.24,,
"2","Large regions (TL2)","CL10","Los Lagos","DOC","Active Physicians (number)","ALL","All regions","2021","2021",,,"0","Units",,,1946,,
"2","Large regions (TL2)","CL10","Los Lagos","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2021","2021",,,"0","Units",,,2.17,,
"2","Large regions (TL2)","CL11","Aysén","DOC","Active Physicians (number)","ALL","All regions","2018","2018",,,"0","Units",,,272,,
"2","Large regions (TL2)","CL11","Aysén","DOC_RA","Active Physicians Rate (physicians for 1000 population)","ALL","All regions","2018","2018",,,"0","Units",,,2.57,,
